ImageId,PredictionString
ID_1a96a868e,0.099123195 0.03300368 -3.0963266 -15.342828241483033 20.0890296671826 123.49678039550781 0.80868745 0.08003764 0.15284468 -3.1150062 -8.190682621732996 14.22199742300942 83.56541442871094 0.74509776 0.14113057 0.07687283 -3.0960789 1.6386975010454563 13.957562277956875 82.01165008544922 0.5268378 0.2629191 3.1140087 -3.1088822 -12.690038859830072 8.951384902846584 51.45930099487305 0.7388849 0.13794135 3.1385882 -3.125477 -7.843784628003359 9.541730300817207 53.692237854003906 0.98843 0.12326728 -3.1401427 -3.1265388 -12.631949556070516 8.40227389096188 46.30058288574219 0.82544583 0.10748696 0.06616574 -3.1146467 3.977076411035256 10.17182779895537 54.913665771484375 0.59640396 0.12548171 -3.1407719 -3.1260314 -9.57711963615844 5.798417819047241 30.680456161499023 0.8242446 0.17278947 3.1300535 -3.1104693 -1.236325821581552 7.3412107356358405 38.08578109741211 0.84332824 0.22739087 3.1238039 -3.1197238 -9.214819735672814 5.026943142818141 25.580402374267578 0.97241884 0.13564724 0.08530435 -3.097106 0.5306324316291473 6.679726130547795 33.99085235595703 0.5974905 0.09777379 0.0372146 -3.1017492 8.780691550410836 9.274588726937615 47.19522476196289 0.9350415 0.14586066 3.1357646 -3.125377 -10.009495260562375 4.835367530696615 23.269588470458984 0.99697876 0.08812153 -0.008718102 -3.1283631 2.798775654177053 5.895642133779358 28.372024536132812 0.89240223 0.10836965 0.15173087 -3.1009283 17.157821943544803 8.626496484172534 41.513912200927734 0.8620893 0.1661508 0.052882463 -3.0850146 -2.6077760136611303 5.388432712281563 25.470178604125977 0.9754798 0.10362637 0.16496128 -3.1030283 9.923699584273592 7.2357505908543835 33.60475158691406 0.56491226 0.1628785 -3.0766494 -3.1103354 18.14489038996892 6.8098254850241915 31.08373260498047 0.63933456 0.22003542 3.125847 -3.1253893 -11.75993840430605 4.108158257401136 18.129432678222656 0.9992737 0.101579785 -0.14885895 -3.131274 16.608004686057605 6.240534914819097 26.654926300048828 0.82349324 0.06293726 -0.15473515 -3.1364565 14.469154864321062 5.348334502008431 21.145763397216797 0.69863343 0.19206512 0.11697334 -3.0477333 -0.02242302463776369 3.348625698219214 11.99139404296875 0.99671066
ID_f164fabf2,0.15183532 0.07499958 -3.0858588 36.11879298452236 19.72787654348612 124.14678192138672 0.6191706 0.082867265 -0.035822235 -3.1163797 39.67740654383671 16.864573712387923 103.67452239990234 0.9119419 0.18474936 -0.026426872 -3.095737 21.89913577216592 22.80347491218909 137.01605224609375 0.51411194 0.14605188 0.06968163 -3.088849 22.256761295145722 22.559031993069496 135.54730224609375 0.84145635 0.14609218 -0.053622697 -3.0986357 29.328342802862025 21.656922429417847 130.12692260742188 0.8931524 0.110877424 -3.0629585 -3.1354449 15.405120369763935 17.86960533540004 104.99797821044922 0.6472215 0.09579545 -0.00014891848 -3.1191785 6.9711641351943 12.025880625307508 67.67079162597656 0.75204045 0.08583921 0.20220853 -3.0963607 20.811342900654154 14.9591840150771 84.17677307128906 0.5360133 0.16548848 0.0021258832 -3.094022 6.417625973083084 10.236732583815893 55.264060974121094 0.98870426 0.24090217 3.0532036 -3.0818362 -11.63066806191504 6.584502248366032 33.506290435791016 0.9536828 0.13492382 0.079969145 -3.0879118 2.50691356526994 8.966480152278173 45.62736511230469 0.9914595 0.19889565 3.1253114 -3.1148176 -8.067631673767348 6.118326699769177 30.549448013305664 0.89618844 0.18999612 -0.07288959 -3.0817325 5.623976529999389 7.381373580841949 36.17665100097656 0.9916038 0.10865937 0.1982367 -3.1088955 -11.839685282896722 5.374757767461396 24.533306121826172 0.7827934 0.10816972 0.03108387 -3.094156 -13.30226969138944 4.9717812340342675 22.310909271240234 0.9704447 0.16595714 0.07074765 -3.0669982 -3.7332690322433173 5.429424520228817 22.823841094970703 0.982079 0.3817908 3.0953975 -3.1201823 -3.67698398353439 3.198398983825328 11.008663177490234 0.99124545
ID_2749c3f78,0.13048314 0.07928313 -3.1135952 -19.981837294673326 14.699514042171089 92.50348663330078 0.7425164 0.14297031 3.1365273 -3.1154244 -14.25606430497485 15.240332745396046 89.54893493652344 0.95159125 0.12702687 3.1331825 -3.1084836 -9.413890601015787 15.007629038681841 88.1816177368164 0.92324626 0.17981969 3.1301236 -3.1200793 -8.441346622784593 17.838777615904633 104.81684112548828 0.8445065 0.13748384 0.12069916 -3.1098902 1.8708411216693719 15.934839377739863 93.62970733642578 0.6457899 0.12153144 0.025420187 -3.0974767 -3.9882509056648274 15.2232561884814 87.51473999023438 0.9237904 0.15700924 -0.016902886 -3.1042347 0.449703538466629 11.631885495283491 65.45374298095703 0.58077556 0.12848896 0.07095797 -3.0868242 5.799842090906672 10.669615879436783 58.79473114013672 0.98563623 0.19757771 0.016002333 -3.0826561 2.5313661525531117 9.271609724538152 50.05374526977539 0.97523755 0.115405664 3.1414745 -3.1090496 -20.451594521107097 5.7272192503906645 30.30373191833496 0.6512526 0.17984258 3.131076 -3.1231594 -14.74905783154067 5.525809475470368 29.238037109375 0.9564632 0.11189084 3.1406033 -3.1201727 -0.06840614217487584 7.051400839889869 36.5822639465332 0.94846696 0.22416438 3.122494 -3.117543 -17.62363544715006 5.9393670996997585 30.223417282104492 0.98261386 0.14279138 3.138199 -3.1281843 -11.276080981076495 5.910608465671679 29.51228904724121 0.9983644 0.45300362 3.0883853 -3.1193893 -11.237674227167432 3.533536940526133 16.128976821899414 0.9972791 0.17086744 0.051573627 -3.0846934 0.3705055361548695 5.288806859054269 23.733564376831055 0.996689 0.13187838 0.05736232 -3.0995266 5.707806627794035 5.629519562596467 24.84324836730957 0.9935881 0.14418459 0.10172885 -3.0870929 6.8322465924904705 4.3171604062837154 14.669474601745605 0.99943763 -0.038884643 0.03383957 -3.141512 8.355463365782235 4.84748056937423 11.90679931640625 0.998237
ID_1a5257d65,0.12697946 3.1412437 -3.123185 -29.10075212065897 11.71923337384981 72.0436782836914 0.93461937 0.21477999 3.1096587 -3.1059482 -5.319789706188317 19.427762285013088 116.73287963867188 0.50769585 0.196856 3.1280994 -3.1137705 -15.670531279319398 10.722690682309214 60.337615966796875 0.9608562 0.1076145 -0.01479801 -3.0881245 -4.2483592156859515 8.892137214461478 50.03691482543945 0.84618026 0.19954632 -0.04387847 -3.1110039 -13.71944971413744 8.448939960461296 46.557735443115234 0.61911297 0.11571789 0.07789064 -3.1030397 13.493015156015566 8.165371563530215 39.29480743408203 0.67376053 0.1644998 0.12544312 -3.0985978 -12.440142126568492 4.176930366778132 18.432926177978516 0.5357538 0.10539031 -0.00795676 -3.116864 12.429333293098715 6.887457730451523 30.394569396972656 0.99471515 -0.008297924 -0.030272912 3.1166434 12.520437020708474 6.123625212381093 24.576465606689453 0.98213446 0.10466349 0.050972857 -3.0939503 12.447435706278782 5.026806268041611 19.300573348999023 0.9290526 0.18361592 -2.987798 -3.1051617 11.636787930779821 4.736137067185078 15.890076637268066 0.8009294
ID_e88770830,0.21103622 3.0928648 -3.0904877 -22.543333616583475 12.74073645381673 73.24334716796875 0.6989995 0.1235833 3.141309 -3.1234715 -21.264469389372074 14.738482823472097 84.72789764404297 0.81423753 0.12695156 3.1378336 -3.1192741 -19.571469573977737 12.748384226075515 71.73638916015625 0.93028015 0.10512672 -3.1414673 -3.1098702 -19.14734782050646 8.890797602480525 48.992584228515625 0.93386745 0.15610552 -0.032335486 -3.1107962 0.480950955775036 13.22990324104255 70.00176239013672 0.8954962 0.15633607 0.090580575 -3.095062 4.335937618577297 14.914776461350122 78.9167251586914 0.89518607 0.17599988 -0.004209762 -3.0918396 21.323526760066073 8.409062083283608 40.46753692626953 0.59280986 0.15551448 -0.04652828 -3.088506 10.749693798218772 8.735306233732075 41.29026412963867 0.9904191 0.18974066 0.00716454 -3.0751812 13.754339535934122 8.92870248442744 42.20441436767578 0.8577329 0.13847804 0.0062179593 -3.0942736 12.617735419443406 7.386555372254449 32.597103118896484 0.9740622 0.16161501 0.029426627 -3.0862718 11.050939756025755 6.01584400368484 24.89541244506836 0.9828152 0.13078868 0.042405758 -3.0957437 12.182626753137466 5.570481178527004 22.024066925048828 0.93093026 0.12720656 -0.08269331 -3.1019597 11.31841159675496 4.528028606809652 16.436174392700195 0.8347158
ID_5eb629235,0.12499036 0.082885414 -3.1064627 -9.856090803953983 13.619339168690914 76.63733673095703 0.7722367 0.13777494 0.16332728 -3.0858507 0.6593528682847989 10.86524215998054 58.657135009765625 0.9834266 0.15862322 0.07260358 -3.0924244 6.020038881928748 11.304206926777113 61.02693176269531 0.93557286 0.17518722 -0.11649785 -3.0661325 -2.1984106965799732 7.221059681425196 37.46244430541992 0.9804238 0.13659263 -3.0687473 -3.11746 2.6615621074644373 7.22187068157201 36.74964141845703 0.98916095 0.22542058 3.1245346 -3.122174 -13.956641341574025 7.400328710859423 36.950618743896484 0.88188237 0.107911155 0.063878 -3.0921333 -8.06377388335591 8.287420342294986 40.617252349853516 0.84007025 0.08911954 -3.135791 -3.124915 -12.259195273200131 5.682908059480798 26.862112045288086 0.9549652 0.19600105 0.008014653 -3.0811622 18.06095932485436 7.436379961910966 35.15046691894531 0.9102057 0.16112517 0.052058715 -3.07912 -12.323015277143995 5.3986181067262144 24.6422176361084 0.94210577 0.23032926 3.122851 -3.1198726 -7.932461282610582 6.479161083766073 29.075288772583008 0.65406865 0.12055701 -3.0621233 -3.1153164 8.01010466167865 4.683245634844898 19.38071060180664 0.9966176 0.13380536 0.07369643 -3.0970743 -8.770770896036083 3.5323766523168327 14.39404296875 0.9894862
ID_3dc4de7a4,0.06967603 -0.06321332 -3.1045327 -2.188772274075916 20.47009753927901 146.1066436767578 0.58188057 0.17379749 3.1081836 -3.1195977 -5.05477674363906 12.437620281801095 80.16673278808594 0.9230943 0.18370925 3.1301835 -3.1250737 -11.884190648011764 6.917210710504609 41.562477111816406 0.9650768 0.19169497 0.10617041 -3.0786345 4.651809604096094 8.954350017432454 49.34278869628906 0.8632203 0.15411687 0.030534906 -3.0868511 4.906838456801552 6.940943390071869 36.72576141357422 0.9709509 0.16920924 0.07878178 -3.0872881 4.7922720793478675 5.389836736353537 24.602134704589844 0.9971361 0.16634274 0.073521756 -3.07025 5.4691397748079975 3.7186294594015745 12.320806503295898 0.9987575
ID_298d74636,0.06660758 -3.132515 -3.126616 -8.665578127427267 13.051374579004651 75.02912902832031 0.93904686 0.17283224 0.02248725 -3.0836837 -2.001088072618856 17.98836231056731 103.41065216064453 0.9637756 0.07451236 0.041764777 -3.11237 0.2662794824148875 18.525479366225994 106.49840545654297 0.74946845 0.0617398 0.059657533 -3.1250763 2.8370226300816057 17.182174451412067 98.77607727050781 0.84228873 0.112942845 3.140008 -3.1174483 -13.57740999743369 11.170053372152083 62.8549690246582 0.85263693 0.19656788 3.1275554 -3.121403 -17.08285359324075 9.66060810724803 53.23461151123047 0.8939974 0.1283269 0.11527458 -3.098317 3.702833107265164 13.56233013190738 73.21764373779297 0.7125345 0.23767225 3.1188796 -3.1101267 -18.181194070573074 6.583533150519603 34.83464050292969 0.8497791 0.235204 0.14587766 -3.090926 -10.90380880915987 8.676597452377727 45.01369094848633 0.91026074 0.08799183 0.026668781 -3.1084182 3.5702287715394405 12.525264308985584 64.98035430908203 0.7114247 0.24169956 3.1233575 -3.1269238 -11.592804714449613 5.08934149181372 25.897926330566406 0.96948606 0.15138362 3.1349635 -3.1201203 -10.835873792206876 7.805066639895227 39.71732711791992 0.9379179 0.1628884 3.1364548 -3.119283 -18.553370807770303 5.33313405024327 26.62889862060547 0.9188304 0.11951029 0.014713185 -3.1015437 4.297697963427282 9.129919453134072 45.586647033691406 0.93829733 0.16358112 -0.033098206 -3.0834703 -1.8520663409728222 5.993183434155618 29.373029708862305 0.99526066 0.12977444 3.1368868 -3.1076097 -14.911829270658561 5.313978298817467 25.57284164428711 0.65386355 0.17960177 3.132111 -3.1159987 -9.84312217231984 5.892442459118353 28.356626510620117 0.96627176 0.17211545 -0.010409119 -3.0688994 1.1970407049159135 6.759983759702955 31.95326042175293 0.992926 0.19056737 0.082945526 -3.072724 5.861329511733047 6.825257687780674 32.26179885864258 0.9671496 0.11299324 -0.008219252 -3.1029298 8.56855684595007 6.96967345604963 32.3690185546875 0.97943646 0.09875715 -0.029904509 -3.1010683 10.346674066540842 6.890003862138169 30.918949127197266 0.98904675 0.30676946 3.1096487 -3.1252134 -8.946883413106564 3.6721350136620643 15.940690040588379 0.99700445 0.16169834 -0.027626297 -3.0907078 5.886671345334296 4.169391644776848 15.559167861938477 0.9972205 0.18306027 3.1363344 -3.1162112 -7.926706327935231 2.8583730050433687 10.519132614135742 0.99639577
ID_521f0b21f,0.1687238 0.006377932 -3.0782092 -13.392143600430451 13.755430233345741 75.79905700683594 0.78558356 0.19989969 3.1251953 -3.115055 -17.17935967392332 5.876333879941836 31.092723846435547 0.9726695 0.115278766 3.1407065 -3.1086967 -22.277350449097042 10.6537754280845 56.37101364135742 0.5718746 0.17465611 0.049239706 -3.115116 -11.580408998989107 10.786670386948813 57.07418441772461 0.97606057 0.15614858 3.1373093 -3.1029055 -8.863544634166928 11.133700325643233 58.91038131713867 0.8502979 0.11568998 -3.1209903 -3.1122527 -21.450306471795805 5.6846914218506335 29.491853713989258 0.9834583 0.20584889 0.07410672 -3.0854826 -20.501257385964923 9.890114717478731 51.309349060058594 0.5786272 0.15210305 0.0804496 -3.1084778 -5.619319364124017 11.56655516193517 60.00662612915039 0.93606675 0.139279 -0.02846635 -3.0815318 -3.190074337352545 9.47585853499693 47.31395721435547 0.98229206 0.14751469 3.1362696 -3.116584 -12.670773060751976 7.948239577214842 38.95490264892578 0.9855021 0.17771399 0.06147236 -3.0772069 5.153784788790404 11.911942877375331 57.324703216552734 0.6699739 0.14506608 0.10494237 -3.091677 15.155787463754677 8.82935171931723 41.005859375 0.8863404 0.1407839 0.020193825 -3.101836 5.573892241104907 9.448731956449357 43.12913131713867 0.7365404 0.1443243 0.036776807 -3.1071665 5.739501947419797 8.227233225085044 36.919776916503906 0.93394 0.14718585 3.133686 -3.1087663 -7.846056684915037 3.7177575281501483 16.40658187866211 0.9955172 0.14389539 0.034873616 -3.0860329 6.198971177544518 7.922267102179163 34.96121597290039 0.7130694 0.13990867 0.036449954 -3.0900662 8.6059591561081 7.739184125359234 33.0560417175293 0.89832485 0.21392298 0.0047777104 -3.0800936 8.295289204235917 6.9991900917315135 28.090444564819336 0.95913774 0.12998772 -0.026023397 -3.0949771 8.882930209032327 6.4754696127348375 25.227027893066406 0.9315741 0.16018283 0.04538423 -3.0793135 8.314393823076848 5.140277786544171 18.916797637939453 0.98425275 0.14199948 -0.014871349 -3.084537 9.25876544091372 4.887373941033234 16.60702896118164 0.93564993 0.12484336 -0.111202225 -3.1050038 10.374519217102979 5.033402847743746 16.88742446899414 0.6283184 0.11008477 -0.023135297 -3.103841 9.592168827049289 4.485426429822411 13.669143676757812 0.97875494
ID_f83fe5925,0.20485161 3.1256132 -3.1065645 -34.68269057755181 7.947859491648259 48.859256744384766 0.8817741 0.13095486 0.17697614 -3.0874193 12.639141061800728 13.836824921163007 81.3022232055664 0.9324225 0.13050807 0.07860518 -3.1025589 43.04355935653378 16.228557371221413 93.2939682006836 0.67402506 0.14437732 -3.0821579 -3.1138391 5.073300651584923 8.579582528304655 45.39609146118164 0.99496484 0.118337035 -0.03365898 -3.1178956 16.944044670877787 8.02539556381717 39.33304977416992 0.7377744 0.17286913 0.08043939 -3.0846372 -8.505607244585283 4.06754707578818 19.57455062866211 0.9991085 0.16712183 -2.9522233 -3.116414 11.8548316683849 5.9434247809677565 24.984560012817383 0.9954223 0.17317581 -0.10502568 -3.087237 12.191239928233543 4.6626768412408115 18.164779663085938 0.9866399 0.23797427 3.1269383 -3.1201987 -10.551671113378488 4.068239034023698 14.002591133117676 0.9968593
ID_818a14ac7,0.16451491 3.1315053 -3.1152902 -28.51865201130373 6.78598366626105 41.71665573120117 0.97518086 0.16704182 3.131376 -3.1120353 -33.60584554300884 17.270584588886706 106.17046356201172 0.9785563 0.10138591 0.08669251 -3.1201396 -29.292306578893736 12.20110485925457 73.31107330322266 0.92139685 0.13839273 3.1353939 -3.110457 -27.6784065670196 12.195832839847036 73.2793960571289 0.55390906 0.13815713 -0.008281736 -3.1065922 0.3265715415962518 22.22888923970349 130.61219787597656 0.5683977 0.16456138 0.048139963 -3.0868158 -1.8957886275354525 17.041794992926526 97.96907043457031 0.9654664 0.15492761 0.089715905 -3.0917816 7.799770843863989 14.30953383523795 75.71427917480469 0.6448304 0.11972594 -0.017084528 -3.110567 9.549208773502464 11.345347089650083 56.64850997924805 0.9178609 0.15765989 0.09205627 -3.0858006 13.69277621665924 10.713330068673109 53.49278259277344 0.79460716 0.16613698 -3.0718129 -3.1027923 1.974738500528165 8.113943719443348 39.04731750488281 0.584511 0.12517166 0.08778852 -3.0850952 15.354915653591867 6.658479860327457 29.384082794189453 0.97289824 0.13586341 0.03155387 -3.1019406 -0.5128838973015775 6.105618449303819 26.504409790039062 0.9016246 0.16506791 0.021410484 -3.0852475 2.2384993624606597 4.558958357691916 18.57724952697754 0.9958858 0.15558374 -0.109912544 -3.0939991 13.821065681481016 4.938196051799483 19.81888198852539 0.99302715
ID_124673c47,0.24399005 3.120633 -3.122666 -33.29178648401009 7.507463235020971 48.38938522338867 0.80663246 0.09895633 -3.1374624 -3.12128 -36.30090180466558 8.399450802077375 54.138694763183594 0.9773817 0.16159366 3.133121 -3.1214952 -33.685394476954436 8.396231200827607 54.117942810058594 0.91205645 0.10418181 -3.1389298 -3.1213577 -25.76869727744004 11.664328878099028 75.18247985839844 0.74081236 0.15880917 3.1346495 -3.1162734 -27.47378714448852 8.159766444176547 51.34910202026367 0.94150025 0.24084233 3.1214654 -3.12053 -24.600952932262306 7.817350906555809 49.19429397583008 0.9376082 0.13860922 3.1378005 -3.1152763 -10.874769568126453 15.670469476657601 94.1569595336914 0.5084984 0.1251214 0.018606482 -3.0861883 -9.332842026976493 15.51349475013727 91.15397644042969 0.9030353 0.20404364 3.1242573 -3.1096094 -12.443432525300459 10.667984167363343 61.327606201171875 0.94639385 0.14540277 0.034611326 -3.08667 -7.595044630710435 3.9213125872130608 19.218639373779297 0.96514624 0.11116706 3.136524 -3.1100948 -3.1176852353923445 1.3898737858002814 4.2355804443359375 0.9983877
ID_35e87c9c8,0.16171156 3.1330543 -3.1243346 -0.9846974574921052 4.244096904283934 16.77992820739746 0.90177065 0.16918693 0.022173017 -3.0828998 -0.7739466709696075 4.4231504143162415 16.982818603515625 0.6279237 0.2159481 0.020533172 -3.0621161 2.2886606592370775 4.773703900166575 18.328779220581055 0.94185364 0.19841073 -0.0062373593 -3.0666692 -0.31826105667234295 3.847581585252607 13.41677474975586 0.99374086 0.19866084 3.127137 -3.1157935 -2.587864670079629 3.4999657061978766 11.742633819580078 0.8995257 0.11263847 0.078969896 -3.083203 2.2944799622865304 3.0104593354486884 9.280608177185059 0.99800605 0.28441724 -0.058440723 -3.048617 -1.9197254317881347 2.7906757976883076 8.221779823303223 0.99712723
ID_fe4a3f32a,0.16863726 3.1325731 -3.1177616 -4.79146042374154 15.345885162384022 88.2197036743164 0.9686428 0.16250706 -0.0132450685 -3.100138 1.480703319809578 16.855900024185217 94.84977722167969 0.6827795 0.139094 0.048784092 -3.0928137 2.2849899022668296 16.675308697695314 93.83357238769531 0.89473534 0.1435194 0.042765785 -3.1072032 6.571025489741082 8.233925282258909 41.11285400390625 0.92875046 0.1429491 0.053027093 -3.1035783 12.534274956007685 9.205258164295778 45.11564254760742 0.7388187 0.1800031 -0.02797602 -3.0839808 3.461945961550313 7.292615413929905 35.09477996826172 0.98080254 0.15347552 0.108021505 -3.079052 6.629779485365226 7.538742238692702 35.634315490722656 0.9749087 0.18625222 3.1308281 -3.1280227 -5.702967225687582 3.2524008331318335 14.118629455566406 0.9971738 0.17159247 0.11035662 -3.0813658 6.683904894322868 5.814455901794972 24.44240951538086 0.9938623
